Fatal_Accident_Index,Fatal_Casualty_Type,Fatal_Casualty_Sex,Fatal_Casualty_Age
"2007130077907",Pedestrian,Male,87
"2007130094807",Car_Driver,Male,20
"2007130094807",Car_Passenger,Female,65
"2007130094807",Car_Driver,Male,63
"2007130144107",Pedestrian,Male,24
"2007130154207",Car_Driver,Male,68
"2007130166707",Pedestrian,Male,67
"2007130192107",Pedestrian,Male,18
"2007130196407",Pedestrian,Male,17
"2007130198707",Car_Passenger,Female,20
"2007130198707",Car_Driver,Female,23
"2007130210307",Car_Driver,Male,77
"2007130254907",Motor_Cycle_Rider,Male,41
"2007130264907",Car_Driver,Male,22
"2007130280807",Motor_Cycle_Rider,Male,24
"2007130280907",Pedestrian,Male,62
"2007130283807",Car_Passenger,Female,27
"2007130301307",Motor_Cycle_Rider,Male,79
"2007130306707",Car_Driver,Male,31
"2007130322907",Motor_Cycle_Rider,Male,19
"2007130334007",Pedestrian,Female,52
"2007130334807",Pedestrian,Male,69
"2007130358907",Pedestrian,Female,64
"2007130367607",Pedestrian,Male,23
"2007130370007",Motor_Cycle_Rider,Male,19
"2007130370407",Pedestrian,Male,72
"2007130372107",Car_Passenger,Female,33
"2007130414707",Motor_Cycle_Rider,Male,28
"2007130431507",Car_Passenger,Male,21
"2007130433007",Pedestrian,Female,79
"2007130436707",Car_Driver,Female,33
"2007130452307",Car_Driver,Male,20
"2007130475607",Car_Driver,Female,47
"2007130475707",Pedestrian,Female,77
"2007130517107",Pedestrian,Male,32
"2007130552307",Pedestrian,Female,77
"2007130556507",Car_Passenger,Male,20
"2007130559807",Car_Driver,Male,78
"2007130565007",Car_Driver,Male,40
"2007130591407",Car_Driver,Male,45
"2007130599107",Pedestrian,Male,1
"2007130604907",Pedal Cyclist,Male,41
"2007130606407",Pedestrian,Female,86
"2007130624707",Car_Passenger,Male,23
"2007130624707",Car_Driver,Male,26
"2007130650407",Pedestrian,Female,82
"2007130656407",Pedal Cyclist,Male,21
"2007130657807",Pedestrian,Male,35
"2007130675807",Car_Driver,Male,52
"2007130690907",Pedal Cyclist,Male,16
"2007130699307",Motor_Cycle_Rider,Male,20
"2007130708007",Car_Driver,Male,27
"2007130708007",Car_Passenger,Female,21
"2007130708007",Car_Passenger,Female,20
"2007130733507",Car_Driver,Male,30
"2007130741307",Car_Driver,Male,18
"2007130763007",Motor_Cycle_Rider,Male,21
"2007130794407",Car_Passenger,Female,78
"2007130799007",Motor_Cycle_Rider,Male,43
"2007130809207",Car_Passenger,Male,47
"2007130809607",Car_Passenger,Female,17
"2007130841407",Car_Driver,Male,20
"2007130844207",Car_Driver,Male,62
"2007130855107",Pedestrian,Male,44
"2007130855707",Car_Driver,Male,59
"2007130863607",Car_Passenger,Female,18
"2007130864407",Pedestrian,Male,89
"2007130869207",Motor_Cycle_Rider,Male,50
"2007130881507",Car_Passenger,Male,22
"2007130902407",Car_Driver,Female,65
"2007130905207",Car_Driver,Male,17
"2007130905207",Car_Passenger,Male,18
"2007130920407",Pedal Cyclist,Male,49
"2007130931207",Car_Passenger,Male,17
"2007130951407",Pedestrian,Female,78
"2007130956407",Pedestrian,Male,31
"2007131007607",Motor_Cycle_Rider,Male,22
"2007131007807",Car_Driver,Female,24
"2007131008207",Car_Driver,Male,26
"2007131036407",Pedestrian,Female,39
"2007131042107",Car_Driver,Male,15
"2007131042107",Car_Passenger,Female,15
"2007131058307",Motor_Cycle_Rider,Male,24
"2007131067907",Motor_Cycle_Rider,Male,23
"2007131070107",Car_Driver,Male,18
"2007131083407",Pedestrian,Male,73
"2007131095107",Pedestrian,Male,86
"2007131104707",Motor_Cycle_Rider,Male,44
"2007131105107",Car_Driver,Male,32
"2007131111007",Pedestrian,Male,7
"2007131112507",Car_Driver,Male,30
"2007131123807",Pedestrian,Male,36
"2007131141907",Car_Passenger,Male,18
"2007131145107",Car_Driver,Male,17
"200714A004307",Car_Driver,Male,60
"200714A013107",Car_Passenger,Male,17
"200714A073007",Pedal Cyclist,Male,60
"200714A101007",Car_Passenger,Female,29
"200714A137707",Car_Driver,Male,22
"200714A146907",Car_Driver,Male,46
"200714A183107",Car_Driver,Male,19
"200714A192007",Motor_Cycle_Rider,Male,41
"200714A207507",Van_Driver,Male,49
"200714A216707",Van_Driver,Male,35
"200714A217107",Car_Driver,Male,18
"200714A228407",Motor_Cycle_Rider,Male,20
"200714A243107",Car_Driver,Male,55
"200714A246307",Car_Driver,Male,28
"200714B066307",Motor_Cycle_Rider,Male,28
"200714B091307",Car_Driver,Male,39
"200714B118107",Pedestrian,Male,46
"200714B133507",Car_Driver,Male,22
"200714B142807",Pedestrian,Female,61
"200714B147207",Pedestrian,Male,85
"200714B149907",Car_Driver,Female,54
"200714B153607",Car_Driver,Male,19
"200714B153607",Car_Passenger,Female,17
"200714B153607",Car_Passenger,Female,16
"200714B166807",Car_Driver,Female,42
"200714B168807",Pedestrian,Male,69
"200714C004607",Pedestrian,Male,82
"200714C007907",Pedestrian,Male,11
"200714C020407",Pedestrian,Female,68
"200714C067807",Motor_Cycle_Passenger,Female,41
"200714C098007",Pedestrian,Female,51
"200714C103707",Car_Passenger,Female,67
"200714C113607",Van_Driver,Male,55
"200714C116107",Motor_Cycle_Rider,Male,41
"200714C146507",Car_Driver,Male,28
"200714C175907",Car_Driver,Male,38
"200714C203607",Pedestrian,Male,53
"200714C211507",Car_Passenger,Female,21
"200714G040207",Pedestrian,Male,12
"200714G151307",Car_Driver,Male,74
"200714G161307",Pedestrian,Male,90
"200714H077207",Pedestrian,Male,81
"200714H079007",Pedal Cyclist,Male,39
"200714H153907",Motor_Cycle_Rider,Male,22
"200714H174307",Pedestrian,Female,52
"200714H202607",Car_Driver,Female,21
"200714H202607",Car_Passenger,Female,17
"200714H237107",Pedestrian,Male,28
"2007160A00160",Pedestrian,Female,67
"2007160A00370",Pedestrian,Male,45
"2007160A03450",Pedal Cyclist,Female,44
"2007160A04530",Car_Driver,Male,68
"2007160A05260",Motor_Cycle_Rider,Male,45
"2007160B00460",Car_Passenger,Male,16
"2007160B02400",Car_Driver,Male,77
"2007160B03700",Car_Passenger,Male,19
"2007160B03700",Car_Passenger,Male,20
"2007160B03720",Car_Driver,Male,21
"2007160B03720",Car_Passenger,Male,16
"2007160B03800",Motor_Cycle_Rider,Male,39
"2007160B04270",Car_Driver,Male,74
"2007160B05210",Pedestrian,Male,53
"2007160B05550",Pedestrian,Male,65
"2007160C00010",Van_Driver,Male,32
"2007160C00120",Motor_Cycle_Rider,Male,34
"2007160C00250",Car_Driver,Male,22
"2007160C00260",Pedestrian,Male,43
"2007160C01490",Motor_Cycle_Rider,Male,37
"2007160C01560",Motor_Cycle_Rider,Male,49
"2007160C01600",Car_Passenger,Male,67
"2007160C01810",Car_Driver,Male,23
"2007160C01940",Car_Passenger,Female,46
"2007160C02390",Car_Driver,Male,53
"2007160C02930",Car_Driver,Male,18
"2007160C03590",Car_Driver,Male,87
"2007160C04470",Pedestrian,Male,34
"2007160C05020",Car_Driver,Male,22
"2007160C05090",Car_Passenger,Female,63
"2007160C05680",Car_Driver,Male,66
"2007160C06050",Car_Passenger,Female,61
"2007160C06050",Car_Driver,Male,65
"2007160C06350",Car_Passenger,Male,17
"2007160C06350",Car_Driver,Female,36
"2007160C06350",Car_Driver,Male,52
"2007160C06440",Van_Driver,Male,39
"2007160C06590",Pedestrian,Female,77
"2007160C06820",Car_Driver,Male,33
"2007160C06840",Other_Vehicle_Occupant,Female,72
"2007160C07060",Motor_Cycle_Rider,Male,53
"2007160C07590",Car_Driver,Male,64
"2007160C07890",Car_Passenger,Male,17
"2007160D00150",Motor_Cycle_Rider,Male,28
"2007160D00310",Pedestrian,Male,21
"2007160D00810",Car_Driver,Male,30
"2007160D02570",Pedestrian,Female,24
"2007160D07640",Car_Driver,Male,17
"2007160D07710",Pedestrian,Male,86
"2007170H10437",Bus_Passenger,Female,16
"2007170H11387",Motor_Cycle_Rider,Male,22
"2007170L10247",Car_Driver,Male,34
"2007170L11137",Motor_Cycle_Rider,Male,31
"2007170L21967",Car_Passenger,Male,20
"2007170M13207",Pedestrian,Female,58
"2007170S10047",Car_Driver,Male,18
"2007170S10807",Pedestrian,Male,36
"2007170S10927",Car_Driver,Female,80
"2007170S12727",Car_Passenger,Female,19
"2007170S13027",Pedal Cyclist,Male,77
"2007170S13417",Pedal Cyclist,Male,39
"2007170S13477",Pedestrian,Female,78
"2007170S22967",Car_Passenger,Female,18
"2007170S23397",Car_Passenger,Female,41
"200720D096103",Pedal Cyclist,Male,14
"200720D119101",Motor_Cycle_Rider,Male,35
"200720D129602",Car_Passenger,Female,86
"200720D129602",Car_Driver,Male,86
"200720D140001",Car_Passenger,Female,6
"200720D163003",Pedestrian,Male,93
"200720D213301",Pedestrian,Male,75
"200720D307503",Motor_Cycle_Rider,Male,17
"200720D324102",Car_Passenger,Male,16
"200720D324102",Car_Driver,Male,19
"200720D348601",Car_Driver,Male,28
"200720E019902",Car_Driver,Male,36
"200720E020702",Car_Driver,Male,17
"200720E020702",Car_Passenger,Male,22
"200720E048601",Motor_Cycle_Rider,Male,46
"200720E074303",Car_Passenger,Male,28
"200720E074303",Car_Passenger,Male,33
"200720E077301",Car_Driver,Male,81
"200720E092201",Car_Driver,Male,23
"200720E105903",Pedestrian,Male,27
"200720E136601",Pedal Cyclist,Male,56
"200720E155001",Motor_Cycle_Rider,Male,20
"200720F072802",Pedestrian,Male,80
"200720F500803",Pedestrian,Male,28
"200720G002202",Car_Passenger,Female,16
"200720G011401",Pedestrian,Male,83
"200720G025701",Motor_Cycle_Rider,Male,34
"200720G080202",Pedestrian,Male,16
"200720G084302",Car_Passenger,Male,35
"200720G085901",Car_Driver,Male,21
"200720H012401",Pedestrian,Male,73
"200720H012701",Motor_Cycle_Rider,Male,42
"200720H022201",Car_Driver,Male,22
"200720H023802",Pedestrian,Female,87
"200720H026701",Pedestrian,Male,42
"200720H039101",Car_Passenger,Female,72
"200720H046001",Pedestrian,Female,70
"200720H049602",Pedestrian,Male,57
"200720H061002",Car_Passenger,Female,50
"200720H061002",Car_Passenger,Female,66
"200720H500102",Pedestrian,Female,74
"200720J007701",Car_Driver,Female,86
"200720J013701",Pedestrian,Female,79
"200720J017801",Motor_Cycle_Rider,Male,47
"200720J031101",Pedestrian,Female,70
"200720J041701",Pedestrian,Male,40
"200720J043402",Motor_Cycle_Rider,Male,22
"200720J054302",Car_Driver,Male,84
"200720J061401",Car_Driver,Male,19
"200720J062702",Car_Driver,Male,67
"200720J072401",Pedestrian,Female,22
"200720J073201",Bus_Passenger,Male,83
"200720J073402",Pedestrian,Male,68
"200720J076501",Pedestrian,Male,1
"200720J078601",Pedestrian,Male,39
"200720K070101",Motor_Cycle_Rider,Male,18
"200720K097702",Pedestrian,Female,32
"200720L041501",Car_Driver,Male,71
"200720L043801",Pedal Cyclist,Male,59
"200720L043901",Car_Driver,Male,39
"200720L050201",Motor_Cycle_Rider,Male,21
"200720L085101",Car_Driver,Male,21
"200720L085101",Car_Passenger,Male,19
"200720L124901",Pedestrian,Male,76
"200720M012902",Pedestrian,Male,29
"200720M018101",Pedestrian,Male,21
"200720M019603",Motor_Cycle_Rider,Male,17
"200720M021403",Pedestrian,Female,39
"200720M029103",Car_Driver,Male,59
"200720M031903",Motor_Cycle_Rider,Male,24
"200720M045002",Motor_Cycle_Rider,Male,44
"200720M045102",Pedestrian,Male,32
"200720M061303",Pedal Cyclist,Female,32
"2007217000372",Car_Driver,Male,18
"2007217001023",Car_Driver,Male,67
"2007217001335",Car_Driver,Male,79
"2007217002373",Car_Driver,Female,48
"2007217002532",Car_Driver,Male,79
"2007217002532",Car_Passenger,Female,76
"2007217003742",Motor_Cycle_Passenger,Female,33
"2007217004189",Motor_Cycle_Rider,Male,22
"2007217004793",Pedestrian,Male,74
"2007217005330",Car_Driver,Male,42
"2007217005428",Car_Driver,Male,19
"2007217006564",Pedestrian,Female,16
"2007217009124",Motor_Cycle_Rider,Male,21
"2007217009260",Car_Driver,Female,22
"2007217009264",Car_Driver,Female,45
"2007217009366",Car_Driver,Male,65
"2007217009366",Car_Passenger,Female,59
"2007217009430",Car_Driver,Male,18
"2007217010347",Motor_Cycle_Rider,Male,49
"2007217010347",Motor_Cycle_Rider,Male,47
"2007217010434",Car_Driver,Male,20
"2007217011370",Motor_Cycle_Rider,Male,54
"2007217013414",Car_Driver,Male,40
"2007217013678",Motor_Cycle_Rider,Male,43
"2007217013810",Car_Driver,Male,21
"2007217013962",Motor_Cycle_Rider,Male,22
"2007217014098",Car_Driver,Female,40
"2007217014548",Motor_Cycle_Rider,Male,37
"2007217015349",Motor_Cycle_Rider,Male,17
"2007217016548",Car_Driver,Male,22
"2007217016815",Motor_Cycle_Rider,Male,36
"2007217017104",Car_Driver,Female,55
"2007217017333",Pedestrian,Female,83
"2007217018676",Car_Driver,Male,83
"2007217018683",Pedestrian,Male,51
"2007217018742",Pedestrian,Male,39
"2007217019129",Car_Driver,Male,67
"2007217019129",Car_Driver,Male,21
"2007217020184",Pedestrian,Male,15
"2007217020323",Pedestrian,Female,40
"2007217020441",Car_Driver,Male,25
"2007217020699",Pedal Cyclist,Male,57
"2007217022134",Car_Driver,Male,22
"2007217022339",Car_Driver,Male,63
"2007217023212",Motor_Cycle_Rider,Male,26
"2007217024013",Car_Driver,Male,19
"2007217024041",Pedal Cyclist,Male,33
"2007217024081",Motor_Cycle_Rider,Male,18
"2007217024200",Motor_Cycle_Rider,Male,28
"2007217024611",Pedestrian,Female,79
"2007217024837",Car_Driver,Male,30
"2007217025212",Car_Driver,Male,30
"2007217026359",Car_Driver,Male,46
"2007217026546",Motor_Cycle_Rider,Male,60
"2007217026754",Motor_Cycle_Rider,Male,51
"2007217027360",Car_Passenger,Male,80
"2007217027491",Pedestrian,Male,44
"2007217027621",Pedestrian,Male,46
"2007217027881",Car_Driver,Male,47
"2007217029363",Pedestrian,Male,21
"2007217029985",Car_Driver,Male,49
"2007217030205",Car_Driver,Male,18
"2007217030377",Car_Driver,Female,18
"2007217030573",Car_Passenger,Male,21
"2007217030773",Car_Passenger,Male,23
"2007217031311",Car_Driver,Male,21
"2007217031670",Pedestrian,Male,25
"20072170X0176",Pedestrian,Male,78
"200722CA85279",Car_Passenger,Male,17
"200722CA85279",Car_Driver,Male,17
"200722CA85507",Car_Driver,Male,23
"200722CA85507",Car_Passenger,Male,19
"200722CA85871",Car_Driver,Male,41
"200722CA86272",Car_Driver,Male,68
"200722CA86347",Motor_Cycle_Rider,Male,42
"200722CA86584",Car_Driver,Male,28
"200722CA86641",Motor_Cycle_Rider,Male,31
"200722CA86798",Car_Driver,Male,18
"200722CA87132",Pedestrian,Male,55
"200722CA87155",Car_Driver,Male,27
"200722CA87222",Pedal Cyclist,Male,37
"200722CA87277",Pedestrian,Male,64
"200722CA87301",Pedestrian,Male,3
"200722DA85432",Motor_Cycle_Rider,Male,49
"200722DA85591",Motor_Cycle_Rider,Male,33
"200722DA86042",Pedal Cyclist,Male,35
"200722DA86632",Car_Driver,Male,23
"200722DA86776",Motor_Cycle_Rider,Male,36
"200722DA87131",Car_Driver,Male,43
"200722DA87131",Car_Passenger,Male,10
"200722DA87160",Pedestrian,Male,60
"200722DE85498",Motor_Cycle_Rider,Male,37
"200722DE86087",Car_Driver,Male,52
"200722DE86125",Car_Passenger,Male,19
"200722EA85443",Car_Driver,Female,19
"200722EA85448",HGV_Driver,Male,57
"200722EA85616",Car_Driver,Male,44
"200722EA85991",Motor_Cycle_Rider,Male,29
"200722EA85991",Motor_Cycle_Rider,Male,34
"200722EA86006",Car_Driver,Female,51
"200722EA86237",Car_Driver,Male,55
"200722EA86238",Pedestrian,Male,46
"200722EA86275",Motor_Cycle_Rider,Male,16
"200722EA86441",Car_Driver,Male,21
"200722EA86453",Car_Driver,Female,46
"200722EA86532",Car_Driver,Female,22
"200722EA86571",Pedestrian,Male,19
"200722EA86575",Car_Driver,Male,44
"200722EA86657",Car_Driver,Male,39
"200722EA86674",Car_Driver,Male,22
"200722EA86674",Car_Passenger,Male,20
"200722EA86682",Pedestrian,Female,85
"200722EA86741",Car_Driver,Male,26
"200722EA86829",Car_Driver,Male,40
"200722EA86856",Car_Driver,Male,26
"200722EA88642",Car_Passenger,Male,20
"200722FA85432",Pedestrian,Male,22
"200722FA85505",Car_Driver,Male,49
"200722FA85568",Car_Driver,Male,23
"200722FA85635",Pedestrian,Male,21
"200722FA85840",Motor_Cycle_Rider,Male,36
"200722FA86126",Car_Driver,Male,37
"200722FA86231",Motor_Cycle_Rider,Male,55
"200722FA86262",Car_Driver,Female,66
"200722FA86300",Pedestrian,Female,79
"200722FA86456",Car_Driver,Female,22
"200722FA86502",Motor_Cycle_Rider,Male,17
"200722FA86558",Pedal Cyclist,Male,63
"200722FA86631",Car_Driver,Male,70
"200722FA86632",Car_Driver,Male,49
"200722FA86727",Car_Passenger,Female,94
"200722FA86743",Car_Driver,Male,23
"200722FA86976",Motor_Cycle_Passenger,Male,19
"200722FA87072",Motor_Cycle_Rider,Male,59
"200722FA87138",Motor_Cycle_Rider,Male,66
"200722FA87179",Car_Driver,Male,21
"200722FA87242",Pedestrian,Male,47
"200722FA87262",Pedestrian,Male,78
"200722FA87351",Pedal Cyclist,Male,59
"200722FA87402",Pedestrian,Male,40
"200722FA87494",Car_Driver,Male,32
"200722FA87521",Car_Passenger,Female,16
"200722GA85185",Motor_Cycle_Rider,Male,55
"200722GA85367",Car_Driver,Male,62
"200722GA85541",Motor_Cycle_Rider,Male,49
"200722GA85560",Car_Driver,Male,20
"2007230790104",Car_Driver,Female,76
"2007230790348",Car_Driver,Male,47
"2007230790595",Car_Driver,Male,69
"2007230790607",Car_Driver,Male,30
"2007230790675",Car_Passenger,Male,20
"2007230790710",Motor_Cycle_Rider,Male,33
"2007230790937",Car_Driver,Male,45
"2007230790986",Car_Driver,Female,53
"2007230791078",Car_Driver,Female,29
"2007230791174",Car_Driver,Male,25
"2007230791312",Motor_Cycle_Rider,Male,21
"2007230791642",Car_Driver,Male,34
"2007230791652",Car_Driver,Female,55
"2007230791674",Car_Driver,Male,24
"2007230791733",Car_Driver,Male,29
"2007230791813",Car_Passenger,Male,18
"2007230791813",Car_Driver,Male,18
"2007230791839",HGV_Driver,Male,59
"2007230795103",Motor_Cycle_Rider,Male,38
"2007230795217",Pedestrian,Male,25
"2007230795307",Car_Passenger,Male,65
"2007230795802",Van_Driver,Male,22
"2007230795805",Car_Driver,Male,38
"2007230795907",Car_Driver,Male,74
"2007230795949",Motor_Cycle_Rider,Male,31
"2007230795989",Car_Driver,Male,36
"2007230795989",Car_Passenger,Male,18
"2007230795989",Car_Passenger,Male,19
"2007230795989",Car_Driver,Male,18
"2007230796035",Car_Driver,Male,21
"2007230796041",Car_Passenger,Male,21
"2007230796126",Car_Passenger,Male,17
"2007230796165",Car_Driver,Male,85
"2007230796194",Car_Driver,Female,19
"2007230796419",Car_Driver,Male,31
"2007230796473",Pedestrian,Male,39
"2007230796649",Car_Driver,Male,20
"2007230796721",Pedestrian,Female,54
"2007230796829",Motor_Cycle_Rider,Male,74
"2007230796917",Car_Driver,Male,37
"2007230796925",Car_Driver,Male,29
"2007230797294",Pedestrian,Male,17
"2007230797312",Car_Driver,Male,68
"200730A000039",Car_Passenger,Male,22
"200730A000142",Pedestrian,Male,84
"200730A000161",Car_Driver,Male,26
"200730A000259",Motor_Cycle_Rider,Male,42
"200730A000321",Car_Driver,Male,19
"200730A000325",Car_Passenger,Male,22
"200730A000378",Pedestrian,Male,4
"200730A000449",Car_Driver,Male,19
"200730A000473",Motor_Cycle_Rider,Male,41
"200730A000670",Car_Driver,Male,23
"200730A000705",Pedestrian,Male,19
"200730B000046",Car_Driver,Male,23
"200730B000080",Motor_Cycle_Rider,Male,32
"200730B000129",Pedestrian,Male,32
"200730B000132",Motor_Cycle_Rider,Male,38
"200730B000188",Motor_Cycle_Rider,Male,35
"200730B000195",Motor_Cycle_Rider,Male,61
"200730B000236",Car_Driver,Male,49
"200730B000280",Motor_Cycle_Rider,Male,30
"200730B000359",Car_Passenger,Female,12
"200730B000359",Car_Driver,Female,23
"200730B000400",Motor_Cycle_Rider,Male,52
"200730B000423",Car_Driver,Female,48
"200730B000442",Car_Driver,Male,39
"200730B000532",Car_Driver,Male,58
"200730B000546",Car_Driver,Male,19
"200730B000635",Car_Driver,Male,19
"200730C000104",Car_Driver,Male,57
"200730C000224",Car_Driver,Female,28
"200730C000373",Pedal Cyclist,Male,51
"200730C000434",Car_Passenger,Male,40
"200730C000510",Pedal Cyclist,Male,62
"200730C000572",Car_Driver,Male,20
"200730C000576",Car_Passenger,Male,7
"200730C000576",Car_Passenger,Male,4
"200730C000576",Car_Passenger,Male,21
"200730C000576",Car_Passenger,Male,22
"200730C000576",Car_Driver,Male,25
"200730C000643",Car_Passenger,Female,64
"200730D000007",Car_Driver,Male,43
"200730D000153",Car_Driver,Male,34
"200730D000153",Car_Passenger,Female,22
"200730D000153",Car_Passenger,Female,22
"200730D000158",HGV_Driver,Male,52
"200730D000623",Motor_Cycle_Rider,Male,58
"200730D000627",Pedestrian,Female,76
"200730D000791",Other_Vehicle_Occupant,Female,68
"200730D000833",Pedal Cyclist,Male,13
"200730D000941",Car_Driver,Male,28
"200730D000969",Car_Driver,Male,40
"200730M010043",Pedestrian,Male,24
"200730M010076",Motor_Cycle_Passenger,Female,27
"200730M010076",Motor_Cycle_Rider,Male,25
"200730M010081",Car_Driver,Male,19
"20073102A4070",Car_Passenger,Female,53
"20073102B1988",Motor_Cycle_Rider,Male,49
"20073102B3169",Pedestrian,Female,79
"20073104A2787",Motor_Cycle_Rider,Male,33
"20073104A2948",Motor_Cycle_Rider,Male,20
"20073104A3022",Car_Driver,Female,43
"20073104B0543",Car_Passenger,Male,22
"20073104B0543",Car_Passenger,Female,16
"20073104B0720",Pedestrian,Male,14
"20073104B0979",Car_Passenger,Male,34
"20073104B2440",Motor_Cycle_Rider,Male,33
"20073104B2629",Car_Passenger,Female,45
"20073104B3825",Pedal Cyclist,Male,71
"20073104B3910",Motor_Cycle_Rider,Male,40
"20073104C0523",Pedestrian,Female,20
"20073104C1833",Motor_Cycle_Rider,Male,19
"20073104C2783",Motor_Cycle_Rider,Male,28
"20073104C2784",Motor_Cycle_Rider,Male,25
"20073104C3236",Pedestrian,Male,23
"20073104C3571",Pedestrian,Male,23
"20073104C3888",Pedestrian,Male,94
"20073104D0141",Car_Driver,Female,39
"20073104D0831",Car_Driver,Male,18
"20073104D0831",Car_Passenger,Male,18
"20073104D1911",Motor_Cycle_Rider,Male,25
"20073104D1964",Motor_Cycle_Rider,Male,31
"20073104D2439",Motor_Cycle_Rider,Male,41
"20073104D2553",Pedal Cyclist,Male,41
"20073104D2630",Car_Driver,Female,26
"20073104D2986",Pedestrian,Male,19
"20073104D3098",Other_Vehicle_Occupant,Male,94
"20073104D3178",Motor_Cycle_Rider,Male,57
"20073104D3636",Motor_Cycle_Rider,Male,23
"20073104P3182",Motor_Cycle_Rider,Male,72
"20073104P3984",Van_Driver,Male,30
"20073108A2073",Car_Driver,Male,34
"20073108B0015",Car_Driver,Male,38
"20073108B0194",Pedestrian,Male,85
"20073108B0255",Van_Driver,Male,38
"20073108B0544",Pedal Cyclist,Male,15
"20073108B1592",Car_Driver,Female,75
"20073108B2328",Pedestrian,Female,52
"20073108B2344",Car_Driver,Male,21
"20073108B2345",Motor_Cycle_Rider,Male,16
"20073108B2571",Motor_Cycle_Rider,Male,26
"20073108B2631",Car_Driver,Male,23
"20073108B2725",Car_Driver,Female,32
"20073108B2725",Car_Passenger,Male,24
"20073108B3097",Motor_Cycle_Rider,Male,40
"20073108B3269",Motor_Cycle_Rider,Male,39
"20073108B3338",Pedestrian,Male,25
"20073108B3406",Pedestrian,Female,57
"20073108B3749",Pedal Cyclist,Male,55
"20073108B4024",Van_Driver,Male,59
"200732B000707",Pedestrian,Male,90
"200732B021507",Car_Driver,Male,58
"200732B027607",Car_Passenger,Female,17
"200732B030507",Car_Passenger,Male,18
"200732B030507",Car_Driver,Male,18
"200732B041107",HGV_Driver,Male,47
"200732B052907",Car_Driver,Male,28
"200732B053407",Car_Driver,Male,30
"200732B061907",Pedestrian,Female,49
"200732B118207",Other_Vehicle_Occupant,Male,45
"200732B122507",Car_Driver,Male,55
"200732B130507",Car_Driver,Female,18
"200732B140407",Car_Driver,Male,20
"200732B159707",Car_Passenger,Male,21
"200732B159707",Car_Driver,Female,19
"200732B160507",Car_Driver,Male,21
"200732B160507",Car_Passenger,Male,23
"200732B166507",Car_Passenger,Male,18
"200732B166507",Car_Driver,Male,50
"200732B181307",Car_Passenger,Female,85
"200732B185107",Motor_Cycle_Rider,Male,43
"200732B213407",Car_Driver,Female,33
"200732B261507",Motor_Cycle_Rider,Male,38
"200732B292307",Car_Passenger,Male,22
"200732B301407",Car_Passenger,Female,7
"200732B301407",Car_Passenger,Female,2
"200732B301407",Car_Passenger,Female,4
"200732B301407",Car_Passenger,Male,5
"200732B307307",Motor_Cycle_Rider,Male,23
"200732B312507",Pedal Cyclist,Male,14
"200732B337807",Car_Driver,Female,28
"200732B357807",Van_Driver,Male,24
"200732B365607",Car_Driver,Female,55
"200732B366307",Motor_Cycle_Rider,Male,55
"200732C074107",Motor_Cycle_Rider,Male,53
"200732C110607",Motor_Cycle_Rider,Male,24
"200732C123007",Car_Passenger,Male,19
"200732C136207",Motor_Cycle_Rider,Male,56
"200732C166207",Car_Passenger,Female,0
"200732C166207",Car_Passenger,Female,32
"200732C187607",Car_Driver,Male,35
"200732C212307",Pedal Cyclist,Male,19
"200732C277007",Pedestrian,Female,64
"200732C277307",Motor_Cycle_Rider,Male,38
"200732C289307",Car_Driver,Male,56
"200732C293107",Motor_Cycle_Rider,Male,39
"200732C303107",Car_Driver,Male,53
"200732C312907",Motor_Cycle_Rider,Male,41
"200732C369907",Car_Passenger,Female,22
"200732C369907",Car_Passenger,Female,47
"200732C369907",Car_Driver,Male,22
"200732C387607",Car_Passenger,Male,24
"200732C387607",Car_Passenger,Female,31
"200732C387607",Car_Driver,Male,38
"200732C407407",Car_Driver,Male,19
"200732D001107",Car_Passenger,Female,40
"200732D004907",Pedal Cyclist,Male,50
"200732D007007",Car_Driver,Male,38
"200732D067107",Car_Driver,Female,17
"200732D074007",Van_Passenger,Male,40
"200732D122107",Motor_Cycle_Passenger,Male,14
"200732D122107",Motor_Cycle_Rider,Male,41
"200732D122707",Motor_Cycle_Rider,Male,27
"200732D134207",Car_Driver,Female,24
"200732D185307",Car_Driver,Male,35
"200732D187807",Motor_Cycle_Rider,Male,50
"200732D252007",Motor_Cycle_Rider,Male,65
"200732D258107",Motor_Cycle_Rider,Male,50
"200732D266507",Motor_Cycle_Rider,Male,38
"200732D276707",Car_Driver,Male,19
"200732D276807",Motor_Cycle_Rider,Male,50
"200732D282907",Pedal Cyclist,Male,55
"200732D285007",Motor_Cycle_Passenger,Male,31
"200732D285007",Motor_Cycle_Rider,Male,43
"200732D324107",Car_Driver,Male,79
"200732D361007",Car_Passenger,Female,21
"200732D374407",Car_Passenger,Female,78
"200732D374907",Motor_Cycle_Rider,Female,29
"200732D387707",Car_Driver,Male,17
"2007330700002",Motor_Cycle_Rider,Male,26
"2007330700690",Pedestrian,Female,51
"2007330700690",Pedestrian,Female,24
"2007330700691",Car_Passenger,Female,72
"2007330700980",Car_Driver,Male,26
"2007330701062",Pedal Cyclist,Female,25
"2007330701220",Car_Driver,Male,45
"2007330701274",Car_Driver,Male,18
"2007330701274",Car_Passenger,Female,19
"2007330701461",Van_Driver,Male,44
"2007330701694",Car_Driver,Male,30
"2007330701842",Pedestrian,Male,54
"2007330702148",Motor_Cycle_Rider,Male,41
"2007330702220",Car_Driver,Male,26
